================================================================================
  ASDSL Framework — Phi-4 Multimodal Instruct Integration Results
  Model:  microsoft/Phi-4-multimodal-instruct
  Date:   2026-03-07 06:23:34
  Runtime: 48.2 minutes
================================================================================

Unit Tests: 66 passed, 0 failed
  [2b] ratio=15.1x SNR=5.0dB cosine=0.79678 lut_build=118ms lut_mv=7ms

Layer 1 o_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.57966 lut_build=1390ms lut_mv=10ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.67087 lut_build=493ms lut_mv=10ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.64937 lut_build=122ms lut_mv=12ms

Layer 1 qkv_proj:
  [4b] ratio=7.8x SNR=18.8dB cosine=0.09139 lut_build=1338ms lut_mv=13ms
  [3b] ratio=10.2x SNR=12.2dB cosine=0.01941 lut_build=357ms lut_mv=10ms
  [2b] ratio=15.1x SNR=4.6dB cosine=0.26196 lut_build=99ms lut_mv=8ms

Layer 10 down_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.87823 lut_build=3925ms lut_mv=22ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.79865 lut_build=989ms lut_mv=24ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.85620 lut_build=410ms lut_mv=21ms

Layer 10 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=-0.12684 lut_build=1250ms lut_mv=18ms
  [3b] ratio=10.2x SNR=12.5dB cosine=-0.05038 lut_build=386ms lut_mv=16ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.40626 lut_build=156ms lut_mv=10ms

Layer 10 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.24924 lut_build=1604ms lut_mv=9ms
  [3b] ratio=10.2x SNR=12.6dB cosine=-0.22722 lut_build=452ms lut_mv=14ms
  [2b] ratio=15.1x SNR=5.1dB cosine=-0.12862 lut_build=125ms lut_mv=7ms

Layer 10 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=-0.31543 lut_build=1402ms lut_mv=8ms
  [3b] ratio=10.2x SNR=12.5dB cosine=-0.37306 lut_build=395ms lut_mv=9ms
  [2b] ratio=15.1x SNR=5.0dB cosine=-0.78043 lut_build=97ms lut_mv=7ms

Layer 11 down_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.98304 lut_build=4042ms lut_mv=30ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.99303 lut_build=954ms lut_mv=29ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.97574 lut_build=267ms lut_mv=23ms

Layer 11 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.69227 lut_build=1634ms lut_mv=9ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.73289 lut_build=301ms lut_mv=11ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.58297 lut_build=105ms lut_mv=7ms

Layer 11 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.00862 lut_build=1371ms lut_mv=10ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.11764 lut_build=321ms lut_mv=14ms
  [2b] ratio=15.1x SNR=5.2dB cosine=0.39382 lut_build=112ms lut_mv=14ms

Layer 11 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.17059 lut_build=1510ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.14783 lut_build=374ms lut_mv=11ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.28495 lut_build=92ms lut_mv=7ms

Layer 12 down_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.57407 lut_build=4008ms lut_mv=26ms
  [3b] ratio=10.2x SNR=12.3dB cosine=0.37954 lut_build=1018ms lut_mv=49ms
  [2b] ratio=15.1x SNR=4.8dB cosine=0.75327 lut_build=237ms lut_mv=20ms

Layer 12 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.90636 lut_build=1337ms lut_mv=8ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.90259 lut_build=309ms lut_mv=13ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.91691 lut_build=128ms lut_mv=9ms

Layer 12 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.02269 lut_build=1324ms lut_mv=15ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.07725 lut_build=322ms lut_mv=9ms
  [2b] ratio=15.1x SNR=5.1dB cosine=-0.11128 lut_build=78ms lut_mv=9ms

Layer 12 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.83478 lut_build=1124ms lut_mv=8ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.82997 lut_build=387ms lut_mv=9ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.91591 lut_build=88ms lut_mv=8ms

Layer 13 down_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.70091 lut_build=3727ms lut_mv=47ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.77953 lut_build=1118ms lut_mv=77ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.81913 lut_build=279ms lut_mv=21ms

Layer 13 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.88642 lut_build=1477ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.91259 lut_build=352ms lut_mv=8ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.90288 lut_build=84ms lut_mv=8ms

Layer 13 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.89863 lut_build=1532ms lut_mv=16ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.93115 lut_build=518ms lut_mv=26ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.87491 lut_build=118ms lut_mv=7ms

Layer 13 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.15494 lut_build=1602ms lut_mv=19ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.23555 lut_build=372ms lut_mv=8ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.41973 lut_build=87ms lut_mv=7ms

Layer 14 down_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.47680 lut_build=3657ms lut_mv=24ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.67280 lut_build=958ms lut_mv=24ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.76776 lut_build=245ms lut_mv=22ms

Layer 14 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.75542 lut_build=1432ms lut_mv=15ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.79968 lut_build=414ms lut_mv=9ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.83867 lut_build=148ms lut_mv=20ms

Layer 14 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.34646 lut_build=1367ms lut_mv=8ms
  [3b] ratio=10.2x SNR=12.6dB cosine=-0.22228 lut_build=341ms lut_mv=12ms
  [2b] ratio=15.1x SNR=5.2dB cosine=-0.05073 lut_build=135ms lut_mv=19ms

Layer 14 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.33570 lut_build=1663ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.36072 lut_build=581ms lut_mv=18ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.52833 lut_build=81ms lut_mv=7ms

Layer 15 down_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.33465 lut_build=4037ms lut_mv=42ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.58103 lut_build=1118ms lut_mv=57ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.83569 lut_build=342ms lut_mv=18ms

Layer 15 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.71558 lut_build=1735ms lut_mv=26ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.84899 lut_build=411ms lut_mv=18ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.61312 lut_build=95ms lut_mv=8ms

Layer 15 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.04517 lut_build=1473ms lut_mv=10ms
  [3b] ratio=10.2x SNR=12.6dB cosine=-0.06962 lut_build=325ms lut_mv=12ms
  [2b] ratio=15.1x SNR=5.2dB cosine=-0.10565 lut_build=97ms lut_mv=9ms

Layer 15 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=-0.47650 lut_build=1396ms lut_mv=13ms
  [3b] ratio=10.2x SNR=12.4dB cosine=-0.44539 lut_build=357ms lut_mv=11ms
  [2b] ratio=15.1x SNR=5.0dB cosine=-0.11734 lut_build=86ms lut_mv=6ms

Layer 16 down_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.80828 lut_build=3636ms lut_mv=19ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.79116 lut_build=1057ms lut_mv=49ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.69592 lut_build=338ms lut_mv=20ms

Layer 16 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.29004 lut_build=1441ms lut_mv=8ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.32151 lut_build=408ms lut_mv=11ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.17880 lut_build=102ms lut_mv=6ms

Layer 16 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.79054 lut_build=1369ms lut_mv=8ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.82699 lut_build=332ms lut_mv=11ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.91547 lut_build=141ms lut_mv=20ms

Layer 16 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=-0.68096 lut_build=1502ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.5dB cosine=-0.78732 lut_build=396ms lut_mv=12ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.35645 lut_build=87ms lut_mv=7ms

Layer 17 down_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.49127 lut_build=3912ms lut_mv=21ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.67321 lut_build=1050ms lut_mv=24ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.72791 lut_build=236ms lut_mv=21ms

Layer 17 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.43544 lut_build=1477ms lut_mv=9ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.35107 lut_build=370ms lut_mv=21ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.33373 lut_build=87ms lut_mv=6ms

Layer 17 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.36079 lut_build=1248ms lut_mv=17ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.38681 lut_build=450ms lut_mv=41ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.41943 lut_build=93ms lut_mv=8ms

Layer 17 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.33023 lut_build=1307ms lut_mv=20ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.35267 lut_build=344ms lut_mv=12ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.56900 lut_build=90ms lut_mv=9ms

Layer 18 down_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.86719 lut_build=3793ms lut_mv=24ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.84495 lut_build=1098ms lut_mv=25ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.78819 lut_build=277ms lut_mv=21ms

Layer 18 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.64882 lut_build=1438ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.64033 lut_build=340ms lut_mv=9ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.71748 lut_build=176ms lut_mv=6ms

Layer 18 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.33089 lut_build=1324ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.6dB cosine=-0.08993 lut_build=457ms lut_mv=10ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.19536 lut_build=115ms lut_mv=7ms

Layer 18 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=-0.32599 lut_build=1456ms lut_mv=9ms
  [3b] ratio=10.2x SNR=12.5dB cosine=-0.27671 lut_build=342ms lut_mv=8ms
  [2b] ratio=15.1x SNR=5.0dB cosine=-0.46020 lut_build=89ms lut_mv=6ms

Layer 19 down_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.56267 lut_build=3916ms lut_mv=20ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.57902 lut_build=1206ms lut_mv=62ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.63021 lut_build=236ms lut_mv=18ms

Layer 19 gate_up_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.58779 lut_build=1346ms lut_mv=9ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.61042 lut_build=338ms lut_mv=18ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.78469 lut_build=86ms lut_mv=7ms

Layer 19 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.20542 lut_build=1429ms lut_mv=15ms
  [3b] ratio=10.2x SNR=12.6dB cosine=-0.06622 lut_build=334ms lut_mv=22ms
  [2b] ratio=15.1x SNR=5.1dB cosine=-0.02076 lut_build=129ms lut_mv=9ms

Layer 19 qkv_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=-0.24992 lut_build=1437ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.4dB cosine=-0.23828 lut_build=390ms lut_mv=10ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.07145 lut_build=152ms lut_mv=16ms

Layer 2 down_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.68152 lut_build=3837ms lut_mv=26ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.69922 lut_build=886ms lut_mv=28ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.85128 lut_build=249ms lut_mv=20ms

Layer 2 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=-0.06313 lut_build=1295ms lut_mv=8ms
  [3b] ratio=10.2x SNR=12.5dB cosine=-0.14426 lut_build=339ms lut_mv=12ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.30476 lut_build=129ms lut_mv=10ms

Layer 2 o_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.87494 lut_build=1479ms lut_mv=13ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.85443 lut_build=387ms lut_mv=12ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.73641 lut_build=94ms lut_mv=15ms

Layer 2 qkv_proj:
  [4b] ratio=7.8x SNR=18.8dB cosine=0.57558 lut_build=1433ms lut_mv=14ms
  [3b] ratio=10.2x SNR=12.1dB cosine=0.61489 lut_build=324ms lut_mv=18ms
  [2b] ratio=15.1x SNR=4.5dB cosine=0.67298 lut_build=91ms lut_mv=10ms

Layer 20 down_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.91931 lut_build=3923ms lut_mv=18ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.92580 lut_build=865ms lut_mv=32ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.97096 lut_build=323ms lut_mv=21ms

Layer 20 gate_up_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.11293 lut_build=1817ms lut_mv=9ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.02835 lut_build=312ms lut_mv=15ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.35360 lut_build=123ms lut_mv=8ms

Layer 20 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.79480 lut_build=1518ms lut_mv=12ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.76599 lut_build=324ms lut_mv=10ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.86991 lut_build=88ms lut_mv=9ms

Layer 20 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.57676 lut_build=1306ms lut_mv=11ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.54684 lut_build=384ms lut_mv=21ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.75116 lut_build=78ms lut_mv=7ms

Layer 21 down_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.80126 lut_build=3348ms lut_mv=33ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.72447 lut_build=942ms lut_mv=27ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.82404 lut_build=347ms lut_mv=42ms

Layer 21 gate_up_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.72673 lut_build=1596ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.68224 lut_build=357ms lut_mv=12ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.75370 lut_build=107ms lut_mv=11ms

Layer 21 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.22298 lut_build=1468ms lut_mv=9ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.21853 lut_build=313ms lut_mv=10ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.46839 lut_build=81ms lut_mv=15ms

Layer 21 qkv_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.62754 lut_build=1351ms lut_mv=9ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.66714 lut_build=388ms lut_mv=9ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.50316 lut_build=90ms lut_mv=15ms

Layer 22 down_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.92114 lut_build=3775ms lut_mv=28ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.91347 lut_build=1128ms lut_mv=44ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.98601 lut_build=298ms lut_mv=21ms

Layer 22 gate_up_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.27862 lut_build=1685ms lut_mv=10ms
  [3b] ratio=10.2x SNR=12.6dB cosine=-0.16434 lut_build=333ms lut_mv=14ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.06571 lut_build=97ms lut_mv=9ms

Layer 22 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.59878 lut_build=1298ms lut_mv=12ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.62086 lut_build=459ms lut_mv=10ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.73472 lut_build=103ms lut_mv=7ms

Layer 22 qkv_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=-0.10076 lut_build=1286ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.4dB cosine=-0.10366 lut_build=513ms lut_mv=25ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.02987 lut_build=144ms lut_mv=6ms

Layer 23 down_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.93113 lut_build=3832ms lut_mv=20ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.95439 lut_build=961ms lut_mv=24ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.90833 lut_build=373ms lut_mv=21ms

Layer 23 gate_up_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.64980 lut_build=1371ms lut_mv=9ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.66079 lut_build=425ms lut_mv=20ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.68088 lut_build=73ms lut_mv=6ms

Layer 23 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.60745 lut_build=1351ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.52664 lut_build=362ms lut_mv=12ms
  [2b] ratio=15.1x SNR=5.2dB cosine=0.70219 lut_build=87ms lut_mv=8ms

Layer 23 qkv_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.56056 lut_build=1462ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.64504 lut_build=407ms lut_mv=12ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.63838 lut_build=74ms lut_mv=7ms

Layer 24 down_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.46900 lut_build=4041ms lut_mv=26ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.43930 lut_build=961ms lut_mv=23ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.76388 lut_build=314ms lut_mv=22ms

Layer 24 gate_up_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.08030 lut_build=1365ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.08355 lut_build=327ms lut_mv=8ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.28962 lut_build=109ms lut_mv=9ms

Layer 24 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.80871 lut_build=1662ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.81028 lut_build=396ms lut_mv=10ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.77053 lut_build=82ms lut_mv=6ms

Layer 24 qkv_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.80890 lut_build=1483ms lut_mv=13ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.79584 lut_build=343ms lut_mv=8ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.68624 lut_build=97ms lut_mv=7ms

Layer 25 down_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.14905 lut_build=4070ms lut_mv=32ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.15226 lut_build=1087ms lut_mv=63ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.19669 lut_build=251ms lut_mv=40ms

Layer 25 gate_up_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.13705 lut_build=1858ms lut_mv=14ms
  [3b] ratio=10.2x SNR=12.6dB cosine=-0.18259 lut_build=367ms lut_mv=12ms
  [2b] ratio=15.1x SNR=5.1dB cosine=-0.42733 lut_build=88ms lut_mv=6ms

Layer 25 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.38480 lut_build=1531ms lut_mv=19ms
  [3b] ratio=10.2x SNR=12.6dB cosine=-0.35543 lut_build=376ms lut_mv=8ms
  [2b] ratio=15.1x SNR=5.1dB cosine=-0.20663 lut_build=163ms lut_mv=6ms

Layer 25 qkv_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.96174 lut_build=1338ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.97202 lut_build=364ms lut_mv=8ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.99831 lut_build=127ms lut_mv=13ms

Layer 26 down_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.67802 lut_build=3926ms lut_mv=17ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.70140 lut_build=1043ms lut_mv=52ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.76675 lut_build=305ms lut_mv=27ms

Layer 26 gate_up_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=-0.67267 lut_build=1410ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.6dB cosine=-0.48112 lut_build=329ms lut_mv=8ms
  [2b] ratio=15.1x SNR=5.1dB cosine=-0.17716 lut_build=132ms lut_mv=8ms

Layer 26 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.91455 lut_build=1335ms lut_mv=14ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.95264 lut_build=321ms lut_mv=8ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.96204 lut_build=100ms lut_mv=16ms

Layer 26 qkv_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.73637 lut_build=1378ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.74159 lut_build=434ms lut_mv=9ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.79404 lut_build=114ms lut_mv=11ms

Layer 27 down_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.84648 lut_build=4165ms lut_mv=43ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.85388 lut_build=1102ms lut_mv=24ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.89674 lut_build=317ms lut_mv=17ms

Layer 27 gate_up_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.02176 lut_build=1475ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.04731 lut_build=407ms lut_mv=10ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.12683 lut_build=99ms lut_mv=12ms

Layer 27 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.66017 lut_build=1675ms lut_mv=9ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.70711 lut_build=344ms lut_mv=9ms
  [2b] ratio=15.1x SNR=5.2dB cosine=0.67732 lut_build=88ms lut_mv=7ms

Layer 27 qkv_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.41249 lut_build=1400ms lut_mv=10ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.37724 lut_build=428ms lut_mv=8ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.39102 lut_build=95ms lut_mv=9ms

Layer 28 down_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.84622 lut_build=3903ms lut_mv=51ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.94944 lut_build=953ms lut_mv=24ms
  [2b] ratio=15.1x SNR=5.0dB cosine=0.90575 lut_build=231ms lut_mv=19ms

Layer 28 gate_up_proj:
  [4b] ratio=7.8x SNR=19.1dB cosine=0.71225 lut_build=1460ms lut_mv=14ms
  [3b] ratio=10.2x SNR=12.5dB cosine=0.76140 lut_build=429ms lut_mv=12ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.76058 lut_build=123ms lut_mv=7ms

Layer 28 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.40225 lut_build=1422ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.49812 lut_build=297ms lut_mv=15ms
  [2b] ratio=15.1x SNR=5.1dB cosine=0.49066 lut_build=132ms lut_mv=16ms

Layer 28 qkv_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=-0.07099 lut_build=1378ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.4dB cosine=-0.01632 lut_build=471ms lut_mv=19ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.75629 lut_build=81ms lut_mv=7ms

Layer 29 down_proj:
  [4b] ratio=7.8x SNR=18.9dB cosine=0.95060 lut_build=4091ms lut_mv=19ms
  [3b] ratio=10.2x SNR=12.3dB cosine=0.93235 lut_build=942ms lut_mv=45ms
  [2b] ratio=15.1x SNR=4.8dB cosine=0.90342 lut_build=305ms lut_mv=26ms

Layer 29 gate_up_proj:
  [4b] ratio=7.8x SNR=19.0dB cosine=0.54997 lut_build=1282ms lut_mv=7ms
  [3b] ratio=10.2x SNR=12.4dB cosine=0.58875 lut_build=346ms lut_mv=18ms
  [2b] ratio=15.1x SNR=4.9dB cosine=0.67046 lut_build=95ms lut_mv=6ms

Layer 29 o_proj:
  [4b] ratio=7.8x SNR=19.2dB cosine=0.16143 lut_build=1636ms lut_mv=13ms
  [3b] ratio=10.2x SNR=12.6dB cosine=0.26866 lut_build=419ms lut_mv=13ms
